110,1711750786,8.106231689453125e-05,2.8133392333984375e-05,2.1219253540039062e-05,3.933906555175781e-05,3.266334533691406e-05,4.673004150390625e-05,4.100799560546875e-05,3.62396240234375e-05,5.054473876953125e-05,4.172325134277344e-05,3.719329833984375e-05,2.47955322265625e-05,5.030632019042969e-05,3.314018249511719e-05,5.1021575927734375e-05,4.00543212890625e-05,3.1948089599609375e-05,2.288818359375e-05,2.4318695068359375e-05,3.170967102050781e-05,2.765655517578125e-05,3.24249267578125e-05,2.2649765014648438e-05,3.814697265625e-05,2.3365020751953125e-05,2.5987625122070312e-05,3.3855438232421875e-05,3.170967102050781e-05,2.956390380859375e-05,2.86102294921875e-05,3.409385681152344e-05,3.337860107421875e-05,5.030632019042969e-05,3.1948089599609375e-05,3.6716461181640625e-05,3.8623809814453125e-05,2.3603439331054688e-05,3.409385681152344e-05,2.7179718017578125e-05,3.981590270996094e-05,2.002716064453125e-05,3.695487976074219e-05,4.291534423828125e-05,2.9325485229492188e-05,3.647804260253906e-05,3.2901763916015625e-05,2.4080276489257812e-05,4.2438507080078125e-05,3.62396240234375e-05,2.3365020751953125e-05,3.314018249511719e-05,3.528594970703125e-05,2.4557113647460938e-05,2.7179718017578125e-05,2.0265579223632812e-05,3.337860107421875e-05,3.8623809814453125e-05,2.6941299438476562e-05,4.482269287109375e-05,4.482269287109375e-05,2.574920654296875e-05,4.482269287109375e-05,4.220008850097656e-05,4.887580871582031e-05,3.3855438232421875e-05,4.8160552978515625e-05,2.7418136596679688e-05,3.8623809814453125e-05,2.4557113647460938e-05,3.4332275390625e-05,2.86102294921875e-05,3.075599670410156e-05,4.100799560546875e-05,4.2438507080078125e-05,2.3603439331054688e-05,6.937980651855469e-05,4.6253204345703125e-05,2.9325485229492188e-05,2.5272369384765625e-05,4.4345855712890625e-05,2.0503997802734375e-05,2.8371810913085938e-05,2.6464462280273438e-05,3.361701965332031e-05,2.3603439331054688e-05,1.8835067749023438e-05,4.2438507080078125e-05,4.410743713378906e-05,3.218650817871094e-05,4.601478576660156e-05,2.47955322265625e-05,3.790855407714844e-05,4.172325134277344e-05,2.765655517578125e-05,2.6464462280273438e-05,2.47955322265625e-05,3.743171691894531e-05,2.7179718017578125e-05,2.2649765014648438e-05,4.1484832763671875e-05
111,1711750787,9.775161743164062e-05,4.076957702636719e-05,4.601478576660156e-05,3.719329833984375e-05,3.2901763916015625e-05,3.504753112792969e-05,4.887580871582031e-05,4.482269287109375e-05,4.839897155761719e-05,4.76837158203125e-05,3.4809112548828125e-05,1.9788742065429688e-05,3.361701965332031e-05,3.647804260253906e-05,2.0265579223632812e-05,4.9114227294921875e-05,3.409385681152344e-05,3.147125244140625e-05,3.4809112548828125e-05,4.506111145019531e-05,3.457069396972656e-05,3.528594970703125e-05,2.9802322387695312e-05,4.363059997558594e-05,3.123283386230469e-05,4.482269287109375e-05,3.2901763916015625e-05,2.09808349609375e-05,3.814697265625e-05,3.2901763916015625e-05,3.24249267578125e-05,3.4809112548828125e-05,4.2438507080078125e-05,4.267692565917969e-05,4.57763671875e-05,2.4557113647460938e-05,2.86102294921875e-05,3.409385681152344e-05,4.601478576660156e-05,4.57763671875e-05,2.4318695068359375e-05,3.218650817871094e-05,2.5510787963867188e-05,3.409385681152344e-05,4.291534423828125e-05,3.8623809814453125e-05,2.0265579223632812e-05,2.86102294921875e-05,0.00023174285888671875,6.175041198730469e-05,2.7418136596679688e-05,4.601478576660156e-05,4.267692565917969e-05,3.981590270996094e-05,2.7894973754882812e-05,3.5762786865234375e-05,4.029273986816406e-05,3.62396240234375e-05,4.1961669921875e-05,2.765655517578125e-05,2.6941299438476562e-05,2.0265579223632812e-05,2.574920654296875e-05,4.4345855712890625e-05,2.09808349609375e-05,3.4332275390625e-05,2.6226043701171875e-05,2.6464462280273438e-05,2.5510787963867188e-05,2.5033950805664062e-05,3.0040740966796875e-05,4.172325134277344e-05,2.765655517578125e-05,3.719329833984375e-05,2.9087066650390625e-05,4.124641418457031e-05,3.0040740966796875e-05,3.0279159545898438e-05,3.075599670410156e-05,3.218650817871094e-05,3.3855438232421875e-05,2.6464462280273438e-05,2.2649765014648438e-05,4.2438507080078125e-05,2.5033950805664062e-05,4.6253204345703125e-05,5.125999450683594e-05,4.410743713378906e-05,3.4809112548828125e-05,2.9802322387695312e-05,2.288818359375e-05,3.0517578125e-05,2.9802322387695312e-05,2.2411346435546875e-05,4.100799560546875e-05,2.6464462280273438e-05,4.4345855712890625e-05,3.552436828613281e-05,3.218650817871094e-05,4.1484832763671875e-05
112,1711750789,9.369850158691406e-05,2.6702880859375e-05,4.2438507080078125e-05,2.9087066650390625e-05,2.5987625122070312e-05,3.814697265625e-05,2.4080276489257812e-05,2.3365020751953125e-05,4.9591064453125e-05,2.9087066650390625e-05,4.7206878662109375e-05,3.4809112548828125e-05,3.7670135498046875e-05,2.5033950805664062e-05,5.0067901611328125e-05,4.291534423828125e-05,4.363059997558594e-05,3.719329833984375e-05,3.9577484130859375e-05,2.5272369384765625e-05,4.00543212890625e-05,2.9087066650390625e-05,3.123283386230469e-05,2.9802322387695312e-05,3.600120544433594e-05,3.743171691894531e-05,4.38690185546875e-05,2.5033950805664062e-05,2.0265579223632812e-05,3.719329833984375e-05,4.744529724121094e-05,3.24249267578125e-05,3.314018249511719e-05,3.886222839355469e-05,3.147125244140625e-05,4.744529724121094e-05,2.7894973754882812e-05,3.933906555175781e-05,3.0517578125e-05,2.7179718017578125e-05,3.695487976074219e-05,3.528594970703125e-05,2.7179718017578125e-05,4.363059997558594e-05,3.337860107421875e-05,3.838539123535156e-05,3.2901763916015625e-05,2.0503997802734375e-05,2.9325485229492188e-05,2.6464462280273438e-05,4.315376281738281e-05,3.8623809814453125e-05,2.8371810913085938e-05,3.790855407714844e-05,3.981590270996094e-05,4.291534423828125e-05,3.7670135498046875e-05,2.1696090698242188e-05,3.337860107421875e-05,3.910064697265625e-05,3.1948089599609375e-05,4.1961669921875e-05,2.765655517578125e-05,3.361701965332031e-05,3.719329833984375e-05,2.956390380859375e-05,2.7179718017578125e-05,3.24249267578125e-05,4.38690185546875e-05,2.765655517578125e-05,3.552436828613281e-05,2.2172927856445312e-05,4.57763671875e-05,3.147125244140625e-05,4.220008850097656e-05,2.3365020751953125e-05,2.5033950805664062e-05,4.9114227294921875e-05,2.2411346435546875e-05,2.5272369384765625e-05,3.981590270996094e-05,4.220008850097656e-05,5.459785461425781e-05,4.1484832763671875e-05,3.361701965332031e-05,3.170967102050781e-05,3.170967102050781e-05,2.4080276489257812e-05,2.0742416381835938e-05,2.7894973754882812e-05,4.506111145019531e-05,2.2649765014648438e-05,4.9591064453125e-05,2.8848648071289062e-05,5.078315734863281e-05,2.288818359375e-05,2.4318695068359375e-05,3.8623809814453125e-05,2.384185791015625e-05,4.00543212890625e-05
113,1711750790,8.869171142578125e-05,3.933906555175781e-05,4.4345855712890625e-05,3.123283386230469e-05,4.1961669921875e-05,4.076957702636719e-05,2.9087066650390625e-05,3.0517578125e-05,4.458427429199219e-05,2.09808349609375e-05,2.384185791015625e-05,3.8623809814453125e-05,2.7894973754882812e-05,2.6702880859375e-05,2.288818359375e-05,3.743171691894531e-05,2.384185791015625e-05,4.0531158447265625e-05,2.6702880859375e-05,1.9550323486328125e-05,2.574920654296875e-05,3.075599670410156e-05,2.9802322387695312e-05,4.601478576660156e-05,3.0994415283203125e-05,2.574920654296875e-05,2.1457672119140625e-05,4.2438507080078125e-05,2.5510787963867188e-05,3.147125244140625e-05,4.4345855712890625e-05,3.4809112548828125e-05,2.47955322265625e-05,2.8371810913085938e-05,3.337860107421875e-05,3.1948089599609375e-05,2.3126602172851562e-05,2.0265579223632812e-05,4.38690185546875e-05,3.7670135498046875e-05,2.3603439331054688e-05,3.814697265625e-05,2.7894973754882812e-05,3.266334533691406e-05,2.384185791015625e-05,4.5299530029296875e-05,2.5272369384765625e-05,3.528594970703125e-05,3.075599670410156e-05,4.7206878662109375e-05,3.3855438232421875e-05,4.220008850097656e-05,2.8371810913085938e-05,2.8848648071289062e-05,4.482269287109375e-05,5.2928924560546875e-05,2.6941299438476562e-05,3.314018249511719e-05,3.2901763916015625e-05,2.4080276489257812e-05,3.4332275390625e-05,3.838539123535156e-05,3.838539123535156e-05,4.5299530029296875e-05,2.384185791015625e-05,4.792213439941406e-05,4.267692565917969e-05,3.0994415283203125e-05,3.838539123535156e-05,4.363059997558594e-05,3.695487976074219e-05,2.4080276489257812e-05,3.361701965332031e-05,3.719329833984375e-05,2.1457672119140625e-05,3.1948089599609375e-05,4.2438507080078125e-05,2.47955322265625e-05,4.363059997558594e-05,2.86102294921875e-05,4.315376281738281e-05,2.47955322265625e-05,4.3392181396484375e-05,2.0265579223632812e-05,4.291534423828125e-05,4.57763671875e-05,3.814697265625e-05,1.9550323486328125e-05,4.3392181396484375e-05,2.5987625122070312e-05,3.7670135498046875e-05,2.765655517578125e-05,3.337860107421875e-05,2.5272369384765625e-05,2.6464462280273438e-05,4.7206878662109375e-05,2.193450927734375e-05,3.528594970703125e-05,4.3392181396484375e-05,2.0742416381835938e-05
114,1711750792,8.893013000488281e-05,4.124641418457031e-05,2.86102294921875e-05,2.6702880859375e-05,3.528594970703125e-05,3.743171691894531e-05,2.765655517578125e-05,4.410743713378906e-05,2.6464462280273438e-05,2.6941299438476562e-05,2.956390380859375e-05,2.956390380859375e-05,3.910064697265625e-05,4.1484832763671875e-05,2.7418136596679688e-05,2.3365020751953125e-05,4.0531158447265625e-05,2.7418136596679688e-05,2.86102294921875e-05,4.0531158447265625e-05,2.8848648071289062e-05,2.7418136596679688e-05,2.7179718017578125e-05,4.124641418457031e-05,3.24249267578125e-05,3.4332275390625e-05,3.504753112792969e-05,3.075599670410156e-05,4.6253204345703125e-05,3.314018249511719e-05,4.5299530029296875e-05,3.62396240234375e-05,2.765655517578125e-05,3.0994415283203125e-05,4.5299530029296875e-05,4.291534423828125e-05,3.218650817871094e-05,2.0265579223632812e-05,3.0994415283203125e-05,5.0067901611328125e-05,3.528594970703125e-05,4.172325134277344e-05,3.24249267578125e-05,2.7894973754882812e-05,3.218650817871094e-05,4.76837158203125e-05,1.9311904907226562e-05,3.4809112548828125e-05,4.0531158447265625e-05,3.170967102050781e-05,4.291534423828125e-05,3.4332275390625e-05,4.6253204345703125e-05,5.269050598144531e-05,4.3392181396484375e-05,3.933906555175781e-05,3.8623809814453125e-05,2.5272369384765625e-05,2.3126602172851562e-05,3.6716461181640625e-05,3.2901763916015625e-05,3.457069396972656e-05,3.361701965332031e-05,2.86102294921875e-05,3.361701965332031e-05,4.792213439941406e-05,2.7179718017578125e-05,4.5299530029296875e-05,4.553794860839844e-05,2.7418136596679688e-05,2.6464462280273438e-05,3.0517578125e-05,3.743171691894531e-05,4.363059997558594e-05,3.4809112548828125e-05,4.744529724121094e-05,2.6702880859375e-05,2.6226043701171875e-05,2.1219253540039062e-05,3.0279159545898438e-05,2.5987625122070312e-05,4.4345855712890625e-05,2.8848648071289062e-05,2.8133392333984375e-05,4.00543212890625e-05,3.0040740966796875e-05,4.506111145019531e-05,2.956390380859375e-05,2.6226043701171875e-05,1.8835067749023438e-05,1.9788742065429688e-05,3.0279159545898438e-05,3.814697265625e-05,5.221366882324219e-05,3.5762786865234375e-05,2.956390380859375e-05,3.838539123535156e-05,4.363059997558594e-05,2.9087066650390625e-05,2.6464462280273438e-05
115,1711750793,4.6253204345703125e-05,7.581710815429688e-05,3.552436828613281e-05,3.790855407714844e-05,3.0517578125e-05,3.314018249511719e-05,3.075599670410156e-05,3.981590270996094e-05,2.1457672119140625e-05,4.410743713378906e-05,4.267692565917969e-05,2.5987625122070312e-05,3.123283386230469e-05,4.172325134277344e-05,3.0994415283203125e-05,2.6702880859375e-05,2.4557113647460938e-05,3.147125244140625e-05,4.7206878662109375e-05,2.6226043701171875e-05,3.409385681152344e-05,3.314018249511719e-05,4.6253204345703125e-05,3.814697265625e-05,4.029273986816406e-05,3.528594970703125e-05,2.5987625122070312e-05,2.3603439331054688e-05,4.839897155761719e-05,2.8848648071289062e-05,5.0067901611328125e-05,3.600120544433594e-05,3.361701965332031e-05,2.9802322387695312e-05,3.7670135498046875e-05,2.5510787963867188e-05,4.9591064453125e-05,3.814697265625e-05,3.1948089599609375e-05,3.409385681152344e-05,3.838539123535156e-05,3.5762786865234375e-05,4.863739013671875e-05,4.7206878662109375e-05,2.3126602172851562e-05,2.288818359375e-05,2.8371810913085938e-05,4.172325134277344e-05,4.4345855712890625e-05,4.863739013671875e-05,2.5272369384765625e-05,3.504753112792969e-05,2.4080276489257812e-05,4.2438507080078125e-05,4.458427429199219e-05,3.457069396972656e-05,3.981590270996094e-05,3.790855407714844e-05,3.3855438232421875e-05,2.3603439331054688e-05,2.5272369384765625e-05,2.956390380859375e-05,1.8835067749023438e-05,4.076957702636719e-05,3.266334533691406e-05,3.8623809814453125e-05,2.574920654296875e-05,2.9802322387695312e-05,3.4809112548828125e-05,2.5272369384765625e-05,3.4809112548828125e-05,3.409385681152344e-05,2.384185791015625e-05,4.7206878662109375e-05,3.409385681152344e-05,2.86102294921875e-05,3.4809112548828125e-05,3.814697265625e-05,3.24249267578125e-05,4.363059997558594e-05,3.170967102050781e-05,2.288818359375e-05,2.2649765014648438e-05,2.3126602172851562e-05,3.62396240234375e-05,3.457069396972656e-05,2.765655517578125e-05,2.956390380859375e-05,2.2411346435546875e-05,3.552436828613281e-05,4.315376281738281e-05,5.054473876953125e-05,3.337860107421875e-05,2.4318695068359375e-05,2.6941299438476562e-05,4.100799560546875e-05,2.1696090698242188e-05,2.8848648071289062e-05,3.361701965332031e-05,2.2649765014648438e-05
116,1711750795,9.226799011230469e-05,2.8133392333984375e-05,3.123283386230469e-05,3.743171691894531e-05,2.8848648071289062e-05,2.9087066650390625e-05,3.361701965332031e-05,3.3855438232421875e-05,3.0279159545898438e-05,4.8160552978515625e-05,5.221366882324219e-05,2.6226043701171875e-05,5.14984130859375e-05,5.459785461425781e-05,3.933906555175781e-05,4.1484832763671875e-05,2.765655517578125e-05,3.552436828613281e-05,2.7179718017578125e-05,3.790855407714844e-05,3.981590270996094e-05,3.504753112792969e-05,4.482269287109375e-05,3.1948089599609375e-05,3.0279159545898438e-05,2.8848648071289062e-05,3.4809112548828125e-05,3.838539123535156e-05,3.886222839355469e-05,2.4318695068359375e-05,4.291534423828125e-05,2.8371810913085938e-05,2.384185791015625e-05,4.649162292480469e-05,2.9087066650390625e-05,2.3365020751953125e-05,5.602836608886719e-05,5.1975250244140625e-05,3.337860107421875e-05,4.172325134277344e-05,2.6702880859375e-05,2.5033950805664062e-05,3.123283386230469e-05,3.218650817871094e-05,3.8623809814453125e-05,2.288818359375e-05,2.193450927734375e-05,2.4080276489257812e-05,2.4557113647460938e-05,2.384185791015625e-05,2.002716064453125e-05,2.4080276489257812e-05,4.38690185546875e-05,2.574920654296875e-05,3.3855438232421875e-05,2.0742416381835938e-05,2.5987625122070312e-05,3.743171691894531e-05,2.8371810913085938e-05,3.790855407714844e-05,2.5987625122070312e-05,2.4080276489257812e-05,3.075599670410156e-05,4.673004150390625e-05,2.7179718017578125e-05,2.7894973754882812e-05,4.076957702636719e-05,4.553794860839844e-05,4.029273986816406e-05,2.6464462280273438e-05,2.4557113647460938e-05,2.6226043701171875e-05,3.814697265625e-05,4.172325134277344e-05,3.695487976074219e-05,3.361701965332031e-05,3.4809112548828125e-05,4.029273986816406e-05,2.5987625122070312e-05,3.504753112792969e-05,3.3855438232421875e-05,2.9087066650390625e-05,3.7670135498046875e-05,4.029273986816406e-05,4.553794860839844e-05,4.982948303222656e-05,2.86102294921875e-05,3.123283386230469e-05,4.315376281738281e-05,2.4557113647460938e-05,4.172325134277344e-05,2.4318695068359375e-05,2.0265579223632812e-05,3.0517578125e-05,4.220008850097656e-05,4.2438507080078125e-05,4.553794860839844e-05,3.790855407714844e-05,4.172325134277344e-05,2.6226043701171875e-05
117,1711750796,5.5789947509765625e-05,5.6743621826171875e-05,3.790855407714844e-05,3.1948089599609375e-05,5.030632019042969e-05,3.504753112792969e-05,3.743171691894531e-05,5.054473876953125e-05,5.316734313964844e-05,4.220008850097656e-05,3.0517578125e-05,3.886222839355469e-05,2.8133392333984375e-05,4.00543212890625e-05,3.504753112792969e-05,5.2928924560546875e-05,4.9591064453125e-05,2.574920654296875e-05,2.1696090698242188e-05,4.2438507080078125e-05,2.956390380859375e-05,4.1484832763671875e-05,3.695487976074219e-05,2.8371810913085938e-05,2.86102294921875e-05,3.0040740966796875e-05,2.193450927734375e-05,3.647804260253906e-05,4.410743713378906e-05,3.552436828613281e-05,2.956390380859375e-05,2.1457672119140625e-05,2.86102294921875e-05,3.361701965332031e-05,3.457069396972656e-05,3.719329833984375e-05,2.7894973754882812e-05,3.62396240234375e-05,2.3126602172851562e-05,3.790855407714844e-05,4.8160552978515625e-05,3.62396240234375e-05,4.6253204345703125e-05,4.410743713378906e-05,2.574920654296875e-05,3.4809112548828125e-05,3.9577484130859375e-05,3.504753112792969e-05,3.4332275390625e-05,2.5272369384765625e-05,3.504753112792969e-05,4.3392181396484375e-05,4.0531158447265625e-05,3.9577484130859375e-05,2.1219253540039062e-05,3.7670135498046875e-05,4.482269287109375e-05,3.218650817871094e-05,4.1484832763671875e-05,4.7206878662109375e-05,2.7418136596679688e-05,3.5762786865234375e-05,4.076957702636719e-05,3.218650817871094e-05,3.4809112548828125e-05,4.601478576660156e-05,4.7206878662109375e-05,1.9788742065429688e-05,4.744529724121094e-05,2.002716064453125e-05,2.765655517578125e-05,3.2901763916015625e-05,3.647804260253906e-05,3.4332275390625e-05,3.838539123535156e-05,6.318092346191406e-05,6.794929504394531e-05,4.57763671875e-05,3.8623809814453125e-05,3.266334533691406e-05,3.4809112548828125e-05,4.0531158447265625e-05,3.981590270996094e-05,3.123283386230469e-05,2.86102294921875e-05,3.24249267578125e-05,3.457069396972656e-05,2.7894973754882812e-05,3.9577484130859375e-05,2.2649765014648438e-05,2.8133392333984375e-05,3.886222839355469e-05,3.24249267578125e-05,3.8623809814453125e-05,4.57763671875e-05,4.315376281738281e-05,3.123283386230469e-05,4.5299530029296875e-05,4.172325134277344e-05,4.410743713378906e-05
118,1711750798,8.893013000488281e-05,3.743171691894531e-05,4.315376281738281e-05,3.719329833984375e-05,4.1484832763671875e-05,2.2411346435546875e-05,2.1457672119140625e-05,4.601478576660156e-05,3.647804260253906e-05,2.6464462280273438e-05,2.9325485229492188e-05,3.719329833984375e-05,4.363059997558594e-05,4.029273986816406e-05,3.5762786865234375e-05,4.124641418457031e-05,4.0531158447265625e-05,5.030632019042969e-05,4.00543212890625e-05,3.0517578125e-05,3.075599670410156e-05,2.8371810913085938e-05,3.1948089599609375e-05,2.384185791015625e-05,4.363059997558594e-05,2.956390380859375e-05,2.765655517578125e-05,2.384185791015625e-05,4.7206878662109375e-05,3.147125244140625e-05,4.1961669921875e-05,6.198883056640625e-05,2.6702880859375e-05,2.7418136596679688e-05,3.0279159545898438e-05,2.3365020751953125e-05,3.600120544433594e-05,5.316734313964844e-05,3.886222839355469e-05,3.9577484130859375e-05,3.218650817871094e-05,2.5272369384765625e-05,4.267692565917969e-05,2.2649765014648438e-05,2.2172927856445312e-05,2.8133392333984375e-05,3.3855438232421875e-05,3.62396240234375e-05,2.7418136596679688e-05,3.8623809814453125e-05,2.47955322265625e-05,2.574920654296875e-05,4.172325134277344e-05,6.604194641113281e-05,4.00543212890625e-05,2.6702880859375e-05,3.2901763916015625e-05,2.8848648071289062e-05,2.288818359375e-05,3.743171691894531e-05,4.363059997558594e-05,3.4809112548828125e-05,2.86102294921875e-05,3.814697265625e-05,2.288818359375e-05,3.6716461181640625e-05,3.814697265625e-05,2.86102294921875e-05,4.57763671875e-05,5.1975250244140625e-05,2.47955322265625e-05,2.288818359375e-05,2.0503997802734375e-05,2.956390380859375e-05,2.6941299438476562e-05,3.218650817871094e-05,3.600120544433594e-05,2.8371810913085938e-05,4.6253204345703125e-05,4.649162292480469e-05,2.5033950805664062e-05,2.384185791015625e-05,2.09808349609375e-05,3.8623809814453125e-05,3.647804260253906e-05,3.314018249511719e-05,3.075599670410156e-05,3.504753112792969e-05,3.075599670410156e-05,5.0067901611328125e-05,2.6464462280273438e-05,1.9311904907226562e-05,4.482269287109375e-05,3.218650817871094e-05,4.124641418457031e-05,4.38690185546875e-05,2.6226043701171875e-05,4.315376281738281e-05,5.173683166503906e-05,4.00543212890625e-05
119,1711750800,0.00011968612670898438,3.886222839355469e-05,2.7179718017578125e-05,3.24249267578125e-05,3.337860107421875e-05,3.170967102050781e-05,5.173683166503906e-05,3.218650817871094e-05,2.4557113647460938e-05,3.0279159545898438e-05,3.600120544433594e-05,3.504753112792969e-05,3.457069396972656e-05,3.528594970703125e-05,3.6716461181640625e-05,2.1696090698242188e-05,2.5510787963867188e-05,3.886222839355469e-05,3.170967102050781e-05,3.0994415283203125e-05,3.0994415283203125e-05,5.4836273193359375e-05,2.5987625122070312e-05,3.9577484130859375e-05,5.316734313964844e-05,4.124641418457031e-05,3.981590270996094e-05,3.075599670410156e-05,4.7206878662109375e-05,3.0279159545898438e-05,5.0067901611328125e-05,3.6716461181640625e-05,2.5987625122070312e-05,2.7179718017578125e-05,4.5299530029296875e-05,2.4080276489257812e-05,3.1948089599609375e-05,2.5272369384765625e-05,2.288818359375e-05,3.647804260253906e-05,4.839897155761719e-05,2.86102294921875e-05,3.62396240234375e-05,3.814697265625e-05,1.9788742065429688e-05,2.9325485229492188e-05,3.62396240234375e-05,4.9591064453125e-05,4.363059997558594e-05,2.1696090698242188e-05,3.647804260253906e-05,2.47955322265625e-05,2.574920654296875e-05,2.4318695068359375e-05,4.291534423828125e-05,3.504753112792969e-05,4.76837158203125e-05,3.504753112792969e-05,2.4318695068359375e-05,4.863739013671875e-05,3.4809112548828125e-05,3.3855438232421875e-05,4.172325134277344e-05,4.649162292480469e-05,2.47955322265625e-05,4.2438507080078125e-05,4.506111145019531e-05,3.266334533691406e-05,2.1457672119140625e-05,4.0531158447265625e-05,3.647804260253906e-05,4.100799560546875e-05,3.0040740966796875e-05,3.910064697265625e-05,2.288818359375e-05,2.765655517578125e-05,3.2901763916015625e-05,2.9802322387695312e-05,5.030632019042969e-05,2.86102294921875e-05,3.4809112548828125e-05,4.38690185546875e-05,4.0531158447265625e-05,2.3365020751953125e-05,2.2172927856445312e-05,4.649162292480469e-05,3.0279159545898438e-05,4.5299530029296875e-05,4.410743713378906e-05,2.7179718017578125e-05,2.384185791015625e-05,3.814697265625e-05,3.695487976074219e-05,2.8371810913085938e-05,2.3365020751953125e-05,2.2411346435546875e-05,3.0040740966796875e-05,3.62396240234375e-05,4.839897155761719e-05,4.00543212890625e-05
120,1711750801,0.00014853477478027344,5.7697296142578125e-05,6.246566772460938e-05,5.793571472167969e-05,5.435943603515625e-05,5.364418029785156e-05,6.699562072753906e-05,3.790855407714844e-05,4.5299530029296875e-05,2.765655517578125e-05,4.6253204345703125e-05,4.076957702636719e-05,2.9087066650390625e-05,3.075599670410156e-05,4.57763671875e-05,4.863739013671875e-05,4.458427429199219e-05,3.4332275390625e-05,4.9591064453125e-05,3.838539123535156e-05,4.315376281738281e-05,3.3855438232421875e-05,2.765655517578125e-05,3.504753112792969e-05,3.0040740966796875e-05,3.552436828613281e-05,2.956390380859375e-05,5.125999450683594e-05,4.792213439941406e-05,3.719329833984375e-05,2.8848648071289062e-05,4.458427429199219e-05,2.9325485229492188e-05,3.2901763916015625e-05,3.2901763916015625e-05,2.6941299438476562e-05,5.5789947509765625e-05,3.981590270996094e-05,2.86102294921875e-05,2.7179718017578125e-05,3.1948089599609375e-05,3.6716461181640625e-05,3.0994415283203125e-05,2.6941299438476562e-05,3.337860107421875e-05,3.62396240234375e-05,2.6464462280273438e-05,3.695487976074219e-05,3.600120544433594e-05,2.5272369384765625e-05,4.1961669921875e-05,4.315376281738281e-05,9.202957153320312e-05,2.86102294921875e-05,4.2438507080078125e-05,2.8133392333984375e-05,4.124641418457031e-05,3.0517578125e-05,3.123283386230469e-05,4.792213439941406e-05,3.0517578125e-05,2.1219253540039062e-05,3.743171691894531e-05,3.9577484130859375e-05,2.765655517578125e-05,2.4557113647460938e-05,2.193450927734375e-05,3.361701965332031e-05,4.887580871582031e-05,2.86102294921875e-05,3.8623809814453125e-05,3.123283386230469e-05,3.981590270996094e-05,3.528594970703125e-05,3.62396240234375e-05,5.221366882324219e-05,3.314018249511719e-05,3.647804260253906e-05,2.1457672119140625e-05,4.1961669921875e-05,4.315376281738281e-05,2.6464462280273438e-05,4.863739013671875e-05,3.3855438232421875e-05,3.695487976074219e-05,2.3126602172851562e-05,4.7206878662109375e-05,2.4318695068359375e-05,4.506111145019531e-05,3.743171691894531e-05,2.2411346435546875e-05,4.3392181396484375e-05,3.504753112792969e-05,2.7894973754882812e-05,2.8371810913085938e-05,4.5299530029296875e-05,3.3855438232421875e-05,3.62396240234375e-05,5.030632019042969e-05,3.0040740966796875e-05
